"zip_code","estado","ciudad","latitud","longitud" 
18602,"SP","botucatu",-22.893964408254103,-48.44436506123002
18603,"SP","botucatu",-22.882458812320827,-48.45117093410016
18604,"SP","botucatu",-22.875814933627193,-48.42760074514809
18605,"SP","botucatu",-22.916957297061114,-48.441709225830735
18606,"SP","botucatu",-22.901659839487014,-48.45187374760101
18607,"SP","botucatu",-22.890384906047277,-48.4631303841359
18608,"SP","botucatu",-22.866052773277374,-48.46069203327624
18609,"SP","botucatu",-22.864899824837988,-48.44881631957213
18610,"SP","botucatu",-22.85993374941289,-48.442124711444826
18611,"SP","botucatu",-22.874881658404487,-48.4357533856323
18615,"SP","botucatu",-22.896003493542736,-48.44074968931328
18618,"SP","rubiao junior",-22.89877760407366,-48.49489529908655
18619,"SP","botucatu",-22.781099797391647,-48.39997769816495
18620,"SP","anhembi",-22.79055313296728,-48.12922837263561
18630,"SP","piramboia",-22.93627203139952,-48.16220028976465
18640,"SP","pardinho",-23.08998348577018,-48.38406317267343
18650,"SP","sao manuel",-22.740264926145375,-48.57181320838898
18655,"SP","aparecida de são manuel",-22.73114383240999,-48.61068860654759
18660,"SP","pratania",-22.81186903796839,-48.66748118405898
18670,"SP","areiopolis",-22.673653276922302,-48.66588290743373
18675,"SP","borebi",-22.571542526863237,-48.97174504580476
18680,"SP","lencois paulista",-22.593650748264118,-48.79966231141294
18681,"SP","lençóis paulista",-22.59912233055666,-48.78750986401859
18682,"SP","lençóis paulista",-22.609897676638738,-48.796236988898144
18683,"SP","lencois paulista",-22.601443045355065,-48.80710410454743
18684,"SP","lencois paulista",-22.585226675253317,-48.81459650433395
18685,"SP","lencois paulista",-22.58130159981287,-48.810333947947804
18686,"SP","lençóis paulista",-22.596422237394904,-48.78543525301687
18688,"SP","alfredo guedes",-22.59326209208953,-48.793596238946726
18690,"SP","itatinga",-23.103265363450845,-48.61411255462108
18700,"SP","avare",-23.104584896212867,-48.92451534848484
18701,"SP","avare",-23.103845020089434,-48.91419147685258
18702,"SP","avare",-23.112030881245648,-48.90588619066807
18703,"SP","avare",-23.1231066415153,-48.93143634376666
18704,"SP","avaré",-23.115200266570515,-48.93596485863302
18705,"SP","avare",-23.100360729618657,-48.93459052871622
18706,"SP","avare",-23.086381167892863,-48.931017748184935
18707,"SP","avare",-23.084796702590893,-48.924325752585546
18708,"SP","avare",-23.084538184716045,-48.91483917390777
18710,"SP","arandu",-23.136564843736075,-49.05444039853914
18720,"SP","paranapanema",-23.388778047166188,-48.734366044855584
18725,"SP","paranapanema",-22.994218604184134,-47.591447138428094
18730,"SP","itai",-23.418046558743537,-49.09104467317486
18740,"SP","taquarituba",-23.532344407408807,-49.246322233598406
18745,"SP","coronel macedo",-23.630610844696957,-49.31318912407182
18760,"SP","cerqueira cesar",-23.03410041877054,-49.16234455805439
18770,"SP","aguas de santa barbara",-22.877412153047814,-49.240138759388145
18775,"SP","iaras",-22.871975474331105,-49.15636520455567
18780,"SP","manduri",-23.006344507717284,-49.31841495453075
18790,"SP","óleo",-22.940462126440504,-49.3404494057287
18800,"SP","piraju",-23.198203430354848,-49.382780495954066
18830,"SP","tejupá",-23.37543665012392,-49.32839062212415
18840,"SP","sarutaia",-23.274627877633094,-49.47703188494938
18860,"SP","timburi",-23.20648945739114,-49.603074936348236
18870,"SP","fartura",-23.388650818146584,-49.51065070949629
18890,"SP","taguai",-23.453534684861847,-49.40549224796598
18900,"SP","santa cruz do rio pardo",-22.89632848053299,-49.62424016246884
18910,"SP","sodrelia",-22.95583678132704,-49.53826089070136
18915,"SP","caporanga",-22.715829205576444,-49.571659661655474
18935,"SP","espírito santo do turvo",-22.69511222848384,-49.43036986013563
18940,"SP","sao pedro do turvo",-22.735077769525805,-49.64274673437182
18950,"SP","ipaussu",-23.055151680595834,-49.62719098425696
18960,"SP","bernardino de campos",-23.015535401221022,-49.47743449963315
18970,"SP","chavantes",-23.03943812541669,-49.70813951359057
18980,"SP","irape",-23.057802644861273,-49.732395193099514
18990,"SP","canitar",-23.005341141454814,-49.78339218605727
19010,"SP","presidente prudente",-22.12273521177679,-51.38636933470504
19013,"SP","presidente prudente",-22.13572820128065,-51.39200415919773
19014,"SP","presidente prudente",-22.12942014080256,-51.39686896811655
19015,"SP","presidente prudente",-22.121295785525298,-51.39492197648286
19020,"SP","presidente prudente",-22.113507353635857,-51.386455003530564
19023,"SP","presidente prudente",-22.110680580939565,-51.399092120481285
19024,"SP","presidente prudente",-22.100730304914897,-51.39454259893536
19025,"SP","presidente prudente",-22.100315101836674,-51.40735633783322
19026,"SP","presidente prudente",-22.098987638094695,-51.41646068555834
19027,"SP","presidente prudente",-22.112262423842854,-51.42117966623061
19028,"SP","presidente prudente",-22.084715745810733,-51.432721964741376
19029,"SP","presidente prudente",-22.07708974256958,-51.41548624933166
19030,"SP","presidente prudente",-22.117354085644248,-51.37767518125016
19031,"SP","presidente prudente",-22.128695191828278,-51.37899558656062
19033,"SP","presidente prudente",-22.096598404180394,-51.388786111925945
19034,"SP","presidente prudente",-22.0880576468215,-51.38297284768365
19035,"SP","presidente prudente",-22.125364442760375,-51.37292316257348
19036,"SP","presidente prudente",-22.11297470706345,-51.39388535125711
19040,"SP","presidente prudente",-22.13266675070222,-51.38417191873743
19041,"SP","presidente prudente",-22.137694020661545,-51.379204061918905
19042,"SP","presidente prudente",-22.1362294598616,-51.372450045479795
19043,"SP","presidente prudente",-22.155499703245543,-51.38523153508324
19045,"SP","presidente prudente",-22.144834619070558,-51.380989493734276
19046,"SP","presidente prudente",-22.142921920338736,-51.38533632246361
19050,"SP","presidente prudente",-22.13659792734099,-51.40076721437253
19051,"SP","presidente prudente",-22.143068344473978,-51.45879875303213
19053,"SP","presidente prudente",-22.14683999218809,-51.413610591951425
19057,"SP","presidente prudente",-22.116759315448196,-51.44029577360488
19060,"SP","presidente prudente",-22.121936929654556,-51.41379596692071
19061,"SP","presidente prudente",-22.127899989551164,-51.4102480048291
19062,"SP","presidente prudente",-22.13296106009288,-51.42613161289935
19063,"SP","presidente prudente",-22.128139671808405,-51.44143598380819
19064,"SP","presidente prudente",-22.153450797458902,-51.45319514995715
19065,"SP","presidente prudente",-22.108182608387633,-51.4319277091948
19066,"SP","presidente prudente",-22.10917396709721,-51.42906553295256
19067,"SP","presidente prudente",-22.12222046181737,-51.42757454107439
19068,"SP","presidente prudente",-22.10242120311949,-51.42634843082206
19070,"SP","presidente prudente",-22.1394912025613,-51.42067602982886
19085,"SP","presidente prudente",-22.110785627280666,-51.43958090849742
19097,"SP","presidente prudente",-22.074312765078428,-51.35938132609456
19100,"SP","presidente prudente",-22.088248181270984,-51.400648255305256
19110,"SP","presidente prudente",-22.088712457637875,-51.367590593825355
19120,"SP","presidente prudente",-22.387846105671535,-50.13476667272376
19130,"SP","eneida",-21.914953514790696,-51.30101150433049
19140,"SP","presidente prudente",-21.80310402568649,-51.30043489389272
19160,"SP","alvares machado",-22.076993687405867,-51.467562825000435
19180,"SP","alfredo marcondes",-21.954288886597624,-51.416154391591796
19190,"SP","santo expedito",-21.85186391776178,-51.394558865949115
19200,"SP","pirapozinho",-22.275856087480665,-51.49849889926355
19210,"SP","tarabai",-22.304490124435745,-51.55827751528551
19220,"SP","narandiba",-22.40647530951502,-51.52387024341253
19230,"SP","estrela do norte",-22.48914688650258,-51.6615243346063
19250,"SP","sandovalina",-22.456218044373184,-51.76336192714045
19260,"SP","mirante do paranapanema",-22.295151742810653,-51.9115524214896
19265,"SP","costa machado",-22.21627946450933,-51.83440692850487
19270,"SP","cuiabá paulista",-22.285448256167474,-52.102868539585785
19273,"SP","rosana",-22.573882492272183,-53.04463023253227
19274,"SP","rosana",-21.646334449010975,-49.38266329330534
19275,"SP","euclides da cunha paulista",-22.570621771379255,-52.39082161938169
19280,"SP","teodoro sampaio",-22.529661497993303,-52.17237000065106
19295,"SP","teodoro sampaio",-22.54065715805103,-52.18066124104769
19300,"SP","presidente bernardes",-22.008508143870543,-51.55634360153441
19330,"SP","nova patria",-22.220004382746865,-51.641515505022895
19350,"SP","emilianopolis",-21.830441063754055,-51.48314002332804
19360,"SP","santo anastacio",-21.97692007478667,-51.65254186168632
19380,"SP","ribeirao dos indios",-21.831848695887576,-51.60168061724255
19400,"SP","presidente venceslau",-21.874288279503787,-51.84496960410868
19410,"SP","piquerobi",-21.87642966758916,-51.72439698579343
19430,"SP","maraba paulista",-22.110005722014353,-51.97254324407324
19450,"SP","caiua",-21.83171767686221,-51.99009570480748
19470,"SP","presidente epitacio",-21.77356263566882,-52.115709937410635
19490,"SP","campinal",-22.863360463031587,-47.05542146591886
19500,"SP","martinopolis",-22.148084858468287,-51.169549494890205
19505,"SP","tecainda",-22.002037882381078,-51.13586076317752
19530,"SP","caiabu",-22.016089191109963,-51.23595661934661
19540,"SP","iubatinga",-21.775634410675096,-48.81837012854008
19560,"SP","indiana",-22.17490069988566,-51.255537086302894
19570,"SP","regente feijo",-22.22194575701772,-51.30343940995454
19575,"SP","espigao",-22.19552228481866,-51.35674113049719
19580,"SP","anhumas",-22.296126146139574,-51.38700497454492
19590,"SP","taciba",-22.38979601940348,-51.28957838619756
19600,"SP","rancharia",-22.229310649130586,-50.89468127107785
19610,"SP","agisse",-23.537328737497397,-48.54493393688767
19620,"SP","gardenia",-22.22203073967288,-50.89551977118203
19640,"SP","iepe",-22.660352151128926,-51.07532266006207
19645,"SP","nantes",-22.619609862785914,-51.23805573941728
19680,"SP","joao ramalho",-22.249435727092425,-50.76827149621685
19700,"SP","paraguacu paulista",-22.421254826042272,-50.58073078033742
19750,"SP","lutecia",-22.339451604392778,-50.392418293507006
19770,"SP","oscar bressane",-22.31442445502393,-50.27711765740892
19780,"SP","quata",-22.24729682639874,-50.70062907273486
19800,"SP","assis",-22.66558609993429,-50.41524708602697
19801,"SP","assis",-22.670164793097833,-50.41134929119473
19802,"SP","assis",-22.669353928606768,-50.426931173097316
19803,"SP","assis",-22.67568027378032,-50.437555529853796
19804,"SP","assis",-22.663902111270872,-50.435818033107424
19806,"SP","assis",-22.655502343064512,-50.425710079139506
19807,"SP","assis",-22.645362089009033,-50.42390529970871
19810,"SP","assis",-22.633555499999996,-50.42109374999998
19812,"SP","assis",-22.639498885920545,-50.396471200276075
19813,"SP","assis",-22.644959655188526,-50.40256692101123
19814,"SP","assis",-22.657399372321482,-50.40967596560365
19815,"SP","assis",-22.655662293967406,-50.39542900698363
19816,"SP","assis",-22.663861739285046,-50.39977716975948
19820,"SP","taruma",-22.748946620633895,-50.578951684465736
19830,"SP","echapora",-22.4299509636415,-50.20543406742506
19840,"SP","maracai",-22.61505908257726,-50.66808209417246
19845,"SP","são josé das laranjeiras",-24.00762693012678,-50.477272348991825
19860,"SP","cruzalia",-22.743475625478546,-50.78786138581714
19865,"SP","pedrinhas paulista",-22.815272553334733,-50.79127156718951
19870,"SP","florinia",-22.90210659815283,-50.72704172372592
19880,"SP","cândido mota",-22.75112889373035,-50.3867285284848
19882,"SP","nova alexandria",-22.69730653763224,-50.291705410508065
19885,"SP","frutal do campo",-22.84194493884949,-50.51726608229308
19900,"SP","ourinhos",-22.98106325956778,-49.867041495983536
19901,"SP","ourinhos",-22.991132964016035,-49.86919399860744
19902,"SP","ourinhos",-22.99379870037584,-49.860821174996005
19904,"SP","ourinhos",-23.013242104637857,-49.884883348014455
19905,"SP","ourinhos",-22.996628159483347,-49.883395010180266
19906,"SP","ourinhos",-22.984705982797625,-49.88183480538479
19907,"SP","ourinhos",-22.97446615711152,-49.88138256901591
19908,"SP","ourinhos",-22.97423727886778,-49.90841074053866
19909,"SP","ourinhos",-22.9695000031031,-49.90369745650363
19910,"SP","ourinhos",-22.965205093606418,-49.89259404540895
19911,"SP","ourinhos",-22.967510448447268,-49.87139306137049
19912,"SP","ourinhos",-22.98027055155439,-49.86041843388249
19913,"SP","ourinhos",-22.981358365381062,-49.85356610907134
19914,"SP","ourinhos",-22.969156702327137,-49.856793351025885
19915,"SP","ourinhos",-22.958537805012366,-49.86363848128997
19920,"SP","salto grande",-22.886813932254935,-49.982191819801756
19930,"SP","ribeirao do sul",-22.78186968966466,-49.7999709089014
19940,"SP","ibirarema",-22.813667080366127,-50.07278787064314
19960,"SP","campos novos paulista",-22.60526913736948,-49.99964115870175
19970,"SP","palmital",-22.78653273791093,-50.21831951855033
19990,"SP","platina",-22.63402595689975,-50.20334215317969
20010,"RJ","rio de janeiro",-22.90256593354822,-43.17859890530715
20011,"RJ","rio de janeiro",-22.90499344590392,-43.17607769647396
20020,"RJ","rio de janeiro",-22.907494545333314,-43.17316912947844
20021,"RJ","rio de janeiro",-22.912369544913414,-43.17350079335498
20030,"RJ","rio de janeiro",-22.909873939082534,-43.1736503654853
20031,"RJ","rio de janeiro",-22.90957243765554,-43.177703112986926
20040,"RJ","rio de janeiro",-22.905686000249105,-43.17715630706046
20041,"RJ","rio de janeiro",-22.90320075238725,-43.17864558233141
20050,"RJ","rio de janeiro",-22.905696239420436,-43.179258208124
20051,"RJ","rio de janeiro",-22.903063100942575,-43.18298926875734
20056,"RJ","rio de janeiro",-22.9137797149576,-43.250752195106536
20060,"RJ","rio de janeiro",-22.907426460034817,-43.22111290328188
20061,"RJ","rio de janeiro",-22.905811724167158,-43.18562902375167
20070,"RJ","rio de janeiro",-22.90233157426179,-43.179278841545056
20071,"RJ","rio de janeiro",-22.902076954244116,-43.18149783382577
20080,"RJ","rio de janeiro",-22.90120937940165,-43.18495724281752
20081,"RJ","rio de janeiro",-22.89771508330022,-43.183329920606404
20090,"RJ","rio de janeiro",-22.899054123828922,-43.17942063171785
20091,"RJ","rio de janeiro",-22.900151286264805,-43.17827587439504
20203,"RJ","rio de janeiro",-22.795288930066864,-43.34061053055184
20210,"RJ","rio de janeiro",-22.908696503565164,-43.20101637828444
20211,"RJ","rio de janeiro",-22.911485038665678,-43.19844247973102
20220,"RJ","rio de janeiro",-22.89982953390923,-43.20080433539785
20221,"RJ","rio de janeiro",-22.8994580215658,-43.197084522165014
20230,"RJ","rio de janeiro",-22.91285701073434,-43.18834911843803
20231,"RJ","rio de janeiro",-22.912591686606383,-43.1862926503346
20240,"RJ","rio de janeiro",-22.917770340408833,-43.18905754157792
20241,"RJ","rio de janeiro",-22.922006425170544,-43.1856574185095
20250,"RJ","rio de janeiro",-22.91933765513671,-43.21247470976231
20251,"RJ","rio de janeiro",-22.922200558918416,-43.20015626664135
20260,"RJ","rio de janeiro",-22.91934258444982,-43.21542322502566
20261,"RJ","rio de janeiro",-22.924015428292364,-43.213547671608936
20270,"RJ","rio de janeiro",-22.91624456473871,-43.217950335265314
20271,"RJ","rio de janeiro",-22.915669330916156,-43.22521348233055
20350,"RJ","rio de janeiro",-22.90749754731954,-43.268823
20396,"RJ","rio de janeiro",-22.7636304651859,-43.108099791415434
20397,"RJ","rio de janeiro",-22.756674790280552,-43.108264575561606
20510,"RJ","rio de janeiro",-22.930347789330696,-43.242752264879
20511,"RJ","rio de janeiro",-22.9284131316606,-43.24053818011483
20520,"RJ","rio de janeiro",-22.926258825257293,-43.231846424609124
20521,"RJ","rio de janeiro",-22.927918848210947,-43.231972121774945
20530,"RJ","rio de janeiro",-22.93768625306415,-43.24886943417946
20531,"RJ","rio de janeiro",-22.95824685287591,-43.27033293203979
20535,"RJ","rio de janeiro",-22.877802617547648,-43.273092853972436
20540,"RJ","rio de janeiro",-22.922555910410814,-43.243901231317764
20541,"RJ","rio de janeiro",-22.92275898098944,-43.24610402750805
20550,"RJ","rio de janeiro",-22.916792143186893,-43.2315503991291
20551,"RJ","rio de janeiro",-22.91439065092511,-43.245698748834876
20560,"RJ","rio de janeiro",-22.918636000417816,-43.25724486396323
20561,"RJ","rio de janeiro",-22.923671061854975,-43.27951061325531
20710,"RJ","rio de janeiro",-22.908308587634586,-43.2764243094503
20715,"RJ","rio de janeiro",-22.912241980547016,-43.26872667336986
20720,"RJ","rio de janeiro",-22.906575946931884,-43.288191675905786
20723,"RJ","rio de janeiro",-22.90830817346286,-43.28836091502689
20725,"RJ","rio de janeiro",-22.906412217480735,-43.282495177007135
20730,"RJ","rio de janeiro",-22.902290913852557,-43.29839517326876
20735,"RJ","rio de janeiro",-22.90024700400981,-43.28620954651435
20740,"RJ","rio de janeiro",-22.89620288125077,-43.3126606135441
20745,"RJ","rio de janeiro",-22.903600471965053,-43.306901589519335
20746,"RJ","rio de janeiro",-22.898321969184654,-43.30574172595051
20750,"RJ","rio de janeiro",-22.875180718406455,-43.30082797736799
20751,"RJ","rio de janeiro",-22.88389467843655,-43.30538425605094
20755,"RJ","rio de janeiro",-22.88871912995884,-43.29710870135922
20756,"RJ","rio de janeiro",-22.889303208418358,-43.30454037225461
20760,"RJ","rio de janeiro",-22.879177245162495,-43.28592690942746
20761,"RJ","rio de janeiro",-22.870098149013966,-43.29721791706961
20765,"RJ","rio de janeiro",-22.87067512100276,-43.286124686271485
20766,"RJ","rio de janeiro",-22.865673065092206,-43.28931782004311
20770,"RJ","rio de janeiro",-22.892631104117832,-43.2860135732632
20771,"RJ","rio de janeiro",-22.886545226178782,-43.28157899070826
20775,"RJ","rio de janeiro",-22.894787607705084,-43.27754555337601
20776,"RJ","rio de janeiro",-22.989315173013143,-43.34858461368386
20780,"RJ","rio de janeiro",-22.896463187772802,-43.27217170225893
20785,"RJ","rio de janeiro",-22.88659325431333,-43.26783420069858
20910,"RJ","rio de janeiro",-22.89952439510986,-43.230524380416774
20911,"RJ","rio de janeiro",-22.893148853114642,-43.242201014642504
20920,"RJ","rio de janeiro",-22.89524485967228,-43.231902550437
20921,"RJ","rio de janeiro",-22.89370323658222,-43.23151762119007
20930,"RJ","rio de janeiro",-22.88997965325122,-43.22883289161475
20931,"RJ","rio de janeiro",-22.880476502680082,-43.217723152638634
20932,"RJ","rio de janeiro",-22.85332248950828,-43.397360098269154
20940,"RJ","rio de janeiro",-22.90178148194564,-43.21920005325751
20941,"RJ","rio de janeiro",-22.90503857930972,-43.21828983688021
20943,"RJ","rio de janeiro",-22.907619844963776,-43.235904454902126
20950,"RJ","rio de janeiro",-22.90399569141675,-43.255586095591596
20960,"RJ","rio de janeiro",-22.899105988671963,-43.24932163781583
20961,"RJ","rio de janeiro",-22.89892108854125,-43.26048783057711
20970,"RJ","rio de janeiro",-22.894909629211273,-43.29895518595954
20972,"RJ","rio de janeiro",-22.908149571852814,-43.260206309713055
20973,"RJ","rio de janeiro",-22.894802993658878,-43.30460678807502
20975,"RJ","rio de janeiro",-22.894423556972125,-43.25162270826143
21010,"RJ","rio de janeiro",-22.82383918425471,-43.30630185236261
21011,"RJ","rio de janeiro",-22.82772754660081,-43.28642232073023
21012,"RJ","rio de janeiro",-22.83504285077506,-43.31263647240441
21020,"RJ","rio de janeiro",-22.835828487618866,-43.27614378416552
21021,"RJ","rio de janeiro",-22.84207289300327,-43.265065434319375
21030,"RJ","rio de janeiro",-22.85000255449932,-43.263354020176415
21031,"RJ","rio de janeiro",-22.848256572311055,-43.25613344368641
21032,"RJ","rio de janeiro, rio de janeiro, brasil",-22.86037660176918,-43.2556698277572
21040,"RJ","rio de janeiro",-22.85826717262727,-43.25269222978845
21041,"RJ","rio de janeiro",-22.871441098801014,-43.258727578503766
21042,"RJ","rio de janeiro",-22.86486541105725,-43.24870050352789
21043,"RJ","rio de janeiro",-22.886580416060376,-43.2773189390998
21044,"RJ","rio de janeiro",-22.857706333465654,-43.26718620202635
21046,"RJ","rio de janeiro",-22.87178460618622,-43.25004020994305
21050,"RJ","rio de janeiro",-22.87598170475498,-43.260056154664426
21051,"RJ","rio de janeiro",-22.87422241437539,-43.26728790044958
21060,"RJ","rio de janeiro",-22.857331891254038,-43.26363956816404
21061,"RJ","rio de janeiro",-22.86639129706421,-43.271588010936256
21065,"RJ","rio de janeiro",-22.87514003792104,-43.41383054038933
21070,"RJ","rio de janeiro",-22.84391441168263,-43.283779066776354
21071,"RJ","rio de janeiro",-22.860726267312923,-43.28764650581979
21072,"RJ","rio de janeiro",-22.8591074303649,-43.33669202128591
21073,"RJ","rio de janeiro",-22.850770856036984,-43.27052152360208
21200,"RJ","rio de janeiro",-22.85347704411689,-43.30393765860703
21210,"RJ","rio de janeiro",-22.843731406376143,-43.30242672582641
21211,"RJ","rio de janeiro",-22.836828071243165,-43.308044609639154
21215,"RJ","rio de janeiro",-22.83378877676253,-43.2960443339
21220,"RJ","rio de janeiro",-22.849422868592242,-43.313508827488235
21221,"RJ","rio de janeiro",-22.846064764028267,-43.310535362275125
21230,"RJ","rio de janeiro",-22.826662975624327,-43.32253146348838
21231,"RJ","rio de janeiro",-22.83152726894585,-43.322196719974045
21235,"RJ","rio de janeiro",-22.837911776525182,-43.322271046058205
21236,"RJ","rio de janeiro",-22.839685265984293,-43.33712480023102
21240,"RJ","rio de janeiro",-22.811121030063198,-43.32621279907768
21241,"RJ","rio de janeiro",-22.813496962318073,-43.30803677134236
21250,"RJ","rio de janeiro",-22.82461909143952,-43.30674667488389
21310,"RJ","rio de janeiro",-22.879083342003998,-43.33935560703397
21311,"RJ","rio de janeiro",-22.889181773523315,-43.32763594596467
21320,"RJ","rio de janeiro",-22.89290587600688,-43.34764438953356
21321,"RJ","rio de janeiro",-22.895126173289988,-43.357502145957014
21330,"RJ","rio de janeiro",-22.88287678261581,-43.36417448357045
21331,"RJ","rio de janeiro",-22.87350715228705,-43.365677543874476
21340,"RJ","rio de janeiro",-22.871018134717986,-43.35684491471533
21341,"RJ","rj",-22.882442915756755,-43.34947007028447
21350,"RJ","rio de janeiro",-22.877932352600038,-43.33016620442747
21351,"RJ","rio de janeiro",-22.870448202643573,-43.34296526816302
21360,"RJ","rio de janeiro",-22.866945338258184,-43.33478170506693
21361,"RJ","rio de janeiro",-22.853328261763195,-43.328228062631126
21370,"RJ","rio de janeiro",-22.87000636720114,-43.32004486324286
21371,"RJ","rio de janeiro",-22.851062285968773,-43.32617884775249
21380,"RJ","rio de janeiro",-22.883317935180713,-43.31951190668027
21381,"RJ","rio de janeiro",-22.87907528708003,-43.31467206307421
21440,"RJ","rio de janeiro",-22.862645298084136,-43.25392422924009
21510,"RJ","rio de janeiro",-22.842510033295916,-43.35349069066134
21511,"RJ","rio de janeiro",-22.84410299270375,-43.352192692225955
21512,"RJ","rio de janeiro",-22.841468688290856,-43.36195292092932
21515,"RJ","rio de janeiro",-22.83902730987094,-43.35587746226516
21520,"RJ","rio de janeiro",-22.810998397638024,-43.3618771585306
21521,"RJ","rio de janeiro",-22.824878046753813,-43.34888814043365
21525,"RJ","rio de janeiro",-22.82243135206346,-43.355429336946486
21530,"RJ","rio de janeiro",-22.82881191535288,-43.346307609440565
21531,"RJ","rio de janeiro",-22.85018519306911,-43.402517668534756
21532,"RJ","rio de janeiro",-22.813081402104103,-43.36036408098235
21535,"RJ","rio de janeiro",-22.81944810930759,-43.354084901900194
21540,"RJ","rio de janeiro",-22.85214352640945,-43.34281302027885
21545,"RJ","rio de janeiro",-22.843286137769404,-43.343444318193725
21550,"RJ","rio de janeiro",-22.86207117720982,-43.35623041492664
21555,"RJ","rio de janeiro",-22.85513585002609,-43.363507308428105
21557,"RJ","rio de janeiro",-22.856203714532516,-43.37495578967734
21610,"RJ","rio de janeiro",-22.86701104551035,-43.3718833166048
21615,"RJ","rio de janeiro",-22.862090786321993,-43.39136925868886
21616,"RJ","rio de janeiro",-22.853879739168633,-43.39680943222228
21620,"RJ","rio de janeiro",-22.839350559609457,-43.40486056012261
21625,"RJ","rio de janeiro",-22.83260534906004,-43.40280856194903
21630,"RJ","rio de janeiro",-22.82564949544464,-43.411649846764284
21635,"RJ","rio de janeiro",-22.832902971525176,-43.41230278119794
21640,"RJ","rio de janeiro",-22.834633240228676,-43.39275636997285
21645,"RJ","rio de janeiro",-22.821385636314904,-43.39760318048674
21650,"RJ","rio de janeiro",-22.816850689474528,-43.37431453241722
21655,"RJ","rio de janeiro",-22.81861639435994,-43.38259870072801
21660,"RJ","rio de janeiro",-22.839960552960562,-43.37703910572293
21665,"RJ","rio de janeiro",-22.83427156601059,-43.37797864151561
21670,"RJ","rio de janeiro",-22.849843652150362,-43.3808702413711
21675,"RJ","rio de janeiro",-22.849034554602184,-43.3744236468128
21710,"RJ","rio de janeiro",-22.876979699775763,-43.42527912676291
21715,"RJ","rio de janeiro",-22.87947674705333,-43.44026398123804
21720,"RJ","rio de janeiro",-22.865120805735394,-43.4470342137163
21721,"RJ","rio de janeiro",-22.875355846578703,-43.28063646200473
21725,"RJ","rio de janeiro",-22.85918299393417,-43.45666561633801
21730,"RJ","rio de janeiro",-22.864355052554224,-43.43475714417019
21735,"RJ","rio de janeiro",-22.871537517256932,-43.429726914846995
21740,"RJ","rio de janeiro",-22.884333053403097,-43.387504877344114
21741,"RJ","rio de janeiro",-22.889627883506613,-43.395124429249634
21745,"RJ","rio de janeiro",-22.87954930124118,-43.41011862496182
21746,"RJ","rio de janeiro",-22.885775526693386,-43.4110256032492
21750,"RJ","rio de janeiro",-22.87873543265549,-43.41578836228776
21755,"RJ","rio de janeiro",-22.883853344155632,-43.419136355497564
21760,"RJ","rio de janeiro",-22.890448292085242,-43.42058389455041
21765,"RJ","rio de janeiro",-22.89093836436223,-43.43068537741354
21770,"RJ","rio de janeiro",-22.892257517452293,-43.442086965448716
21775,"RJ","rio de janeiro",-22.886952911633603,-43.44664412720136
21785,"RJ","rio de janeiro",-22.872104916180973,-43.45521364542106
21810,"RJ","rio de janeiro",-22.879220544172156,-43.45931046493797
21815,"RJ","rio de janeiro",-22.88548385187386,-43.457692806726584
21820,"RJ","rio de janeiro",-22.881888435047642,-43.46899760400734
21825,"RJ","rio de janeiro",-22.8922484800365,-43.4708662033272
21830,"RJ","rio de janeiro",-22.880118655848957,-43.483604754804006
21831,"RJ","rio de janeiro",-22.889762604191272,-43.4839078513451
21832,"RJ","rio de janeiro",-22.89499864011195,-43.49083696021551
21833,"RJ","rio de janeiro",-22.881481875105298,-43.49448328547964
21840,"RJ","rio de janeiro",-22.868363814263645,-43.46923216795061
21842,"RJ","rio de janeiro",-22.86842136453436,-43.47985554134832
21843,"RJ","rio de janeiro",-22.870893429404216,-43.483301504432156
21845,"RJ","rio de janeiro",-22.874488910352586,-43.45268367095628
21850,"RJ","rio de janeiro",-22.859425219557973,-43.486817054989416
21852,"RJ","rio de janeiro",-22.863055922807007,-43.4696365930169
21853,"RJ","rio de janeiro",-22.857082764875646,-43.48643919116547
21854,"RJ","rio de janeiro",-22.845556518964184,-43.49501645648065
21860,"RJ","rio de janeiro",-22.86236910186353,-43.46728646117796
21862,"RJ","rio de janeiro",-22.864698795351654,-43.4663601397453
21863,"RJ","rio de janeiro",-22.850951552039948,-43.466935127474514
21864,"RJ","rio de janeiro",-22.853845962536496,-43.46103565025077
21865,"RJ","rio de janeiro",-22.85304226263337,-43.47042497115219
21866,"RJ","rio de janeiro",-22.859130493251165,-43.47880605689346
21870,"RJ","rio de janeiro",-22.871019283986577,-43.45851442872572
21875,"RJ","rio de janeiro",-22.87340901049045,-43.453741156927215
21910,"RJ","rio de janeiro",-22.797778392204666,-43.1813608625154
21911,"RJ","rio de janeiro",-22.790081942995197,-43.172573193563636
21920,"RJ","rio de janeiro",-22.79811558143936,-43.19569772270941
21921,"RJ","rio de janeiro",-22.80830442913339,-43.18564856697722
21922,"RJ","rio de janeiro",-22.845710242735027,-43.33899502190479
21930,"RJ","rio de janeiro",-22.819481062981136,-43.178358585349535
21931,"RJ","rio de janeiro",-22.809517664348757,-43.200203165435006
21932,"RJ","rio de janeiro",-22.80486286271774,-43.22572822631956
21940,"RJ","rio de janeiro",-22.813888711430128,-43.202477496382585
21941,"RJ","rio de janeiro",-22.8338340042933,-43.24885668973888
21950,"RJ","rio de janeiro",-22.90283435276126,-43.263612555369605
